"Code","Name"
"1586.TWO","和勤"
"3033.TW","威健"
"4908.TWO","前鼎"
"2384.TW","勝華"
"8383.TWO","千附"
"4924.TWO","欣厚"
"2509.TW","全坤建"
"4103.TWO","百略"
"4164.TW","承業生醫"
"2704.TW","國賓"
"2429.TW","銘旺科"
"9950.TWO","萬國"
"1539.TW","巨庭機械"
"4111.TWO","濟生"
"6509.TWO","聚和"
"8053.TWO","巨擘"
"5490.TWO","同亨"
"6274.TWO","台燿"
"3481.TW","群創光電"
"5474.TWO","聰泰"
"6277.TW","宏正"
"2417.TW","圓剛"
"8011.TW","台通光電"
"9188.TW","精熙"
"2476.TW","鉅祥"
"910579.TW","歐聖"
"3583.TW","辛耘"
"2911.TW","麗嬰房"
"3284.TWO","太普高"
"4987.TWO","科誠"
"4737.TW","華廣"
"1906.TW","寶隆"
"6212.TWO","理銘"
"2718.TWO","桃園店"
"1264.TWO","德麥"
"6114.TWO","翔昇"
"4506.TWO","崇友"
"3205.TWO","佰研"
"6123.TWO","上奇"
"5007.TW","三星科技"
"1321.TW","大洋"
"2498.TW","宏達電"
"5902.TWO","德記"
"6128.TW","上福"
"0054.TW","台商50"
"3653.TW","健策"
"1722.TW","台灣肥料"
"2430.TW","燦坤"
"1447.TW","力鵬"
"2201.TW","裕隆汽車"
"2337.TW","旺宏"
"2612.TW","中航"
"3310.TWO","佳穎"
"3045.TW","台灣大哥大"
"1256.TWO","F-鮮活"
"4416.TWO","三圓"
"6204.TWO","艾華"
"4942.TW","嘉彰"
"2486.TW","一詮"
"2006.TW","東和鋼鐵"
"5465.TWO","富驊"
"6266.TWO","泰詠"
"6185.TWO","幃翔"
"4919.TW","新唐科技"
"2841.TW","台開"
"3296.TW","勝德"
"2405.TW","浩鑫"
"1802.TW","臺灣玻璃"
"1527.TW","鑽全"
"4995.TWO","晶達"
"3011.TW","今皓"
"2362.TW","藍天"
"2923.TW","F-鼎固"
"1470.TW","大統染"
"6289.TW","華上"
"3551.TWO","世禾"
"8422.TW","可寧衛"
"3276.TWO","宇環"
"8940.TW","新天地"
"3293.TWO","鈊象"
"8401.TWO","白紗"
"1308.TW","亞聚"
"3552.TWO","同致"
"8390.TWO","金益鼎"
"3188.TWO","安茂"
"2439.TW","美律"
"1781.TWO","合世"
"3665.TW","F-貿聯"
"3625.TWO","西勝"
"3149.TW","正達國際"
"3229.TW","晟鈦"
"3504.TW","揚明光"
"2474.TW","可成"
"2534.TW","宏盛"
"4120.TWO","友華"
"4119.TW","旭富"
"4956.TW","光鋐科技"
"1569.TWO","濱川"
"8277.TWO","商丞"
"9951.TWO","皇田"
"4994.TWO","傳奇"
"1709.TW","和益化工"
"9105.TW","泰金寶"
"6206.TW","飛捷"
"3615.TWO","安可"
"4933.TWO","友輝"
"3043.TW","科風"
"4907.TWO","春雨"
"8287.TWO","英格爾"
"911619.TW","HISAKA"
"6291.TWO","沛亨"
"2325.TW","矽品"
"1529.TW","樂士"
"3055.TW","蔚華科"
"2908.TW","特力"
"6194.TWO","育富"
"8070.TW","長華電材"
"3573.TW","穎台科技"
"913889.TW","大成糖"
"4930.TW","燦星網"
"8054.TWO","安國"
"3303.TWO","岱稜"
"1423.TW","利華羊毛"
"3206.TWO","志豐"
"1469.TW","理隆纖維"
"2374.TW","佳能"
"2462.TW","良得電"
"6220.TWO","岳豐"
"6203.TWO","海韻"
"1732.TW","毛寶"
"2347.TW","聯強"
"1457.TW","宜進"
"3638.TW","F-IML"
"1540.TW","喬福機械"
"6290.TWO","良維"
"6107.TWO","華美"
"5903.TWO","全家"
"3213.TWO","茂訊"
"9944.TW","新麗"
"3230.TWO","錦明"
"6124.TWO","業強"
"3561.TW","昇陽光電"
"8044.TWO","網家"
"1336.TWO","台翰"
"1605.TW","華新麗華"
"2352.TW","佳世達"
"2440.TW","太空梭"
"5820.TWO","日盛金"
"1231.TW","聯華食品"
"0056.TW","高股息"
"6141.TW","柏承科技"
"6508.TWO","惠光"
"8240.TWO","華宏"
"6197.TW","佳必琪"
"2887.TW","台新金"
"4415.TWO","美嘉電"
"1710.TW","東聯化學"
"1435.TW","中福國際"
"4142.TW","國光生技"
"3373.TWO","熱映"
"9910.TW","豐泰企業"
"2496.TW","卓越成功"
"2913.TW","臺灣農林"
"5483.TWO","中美晶"
"3631.TWO","晟楠"
"8101.TW","華冠"
"5521.TW","工信"
"4432.TWO","銘旺"
"2313.TW","華通"
"2038.TW","海光企業"
"1104.TW","環球水泥"
"6130.TWO","基因"
"1517.TW","利奇機械"
"6113.TWO","亞矽"
"3021.TW","衛展資訊"
"6702.TW","復興航空"
"5466.TWO","泰林"
"3390.TWO","旭軟"
"6284.TWO","佳邦"
"910948.TW","Z-OBEE"
"5480.TWO","統盟"
"6276.TWO","安鈦克"
"5251.TWO","天鉞"
"3294.TWO","英濟"
"2609.TW","陽明"
"8071.TWO","能率"
"3642.TWO","駿熠"
"3685.TWO","政翔"
"3059.TW","華晶科"
"4952.TW","凌通科技"
"2014.TW","中鴻"
"1233.TW","天仁"
"2444.TW","友旺"
"2851.TW","中再保"
"3305.TW","昇貿科技"
"5515.TW","建國"
"2524.TW","京城"
"9929.TW","秋雨創新"
"2610.TW","華航"
"3047.TW","訊舟"
"2002.TW","中國鋼鐵"
"3454.TW","晶睿"
"1445.TW","大宇紡織"
"3444.TWO","利機"
"4121.TWO","優盛"
"5234.TW","達興材料"
"2329.TW","華泰"
"1525.TW","江申"
"3266.TWO","昇陽"
"6024.TWO","群益期"
"2816.TW","旺旺保險"
"6605.TW","帝寶"
"2885.TW","元大金"
"3207.TWO","耀勝"
"1584.TWO","精剛"
"3363.TWO","上詮"
"3013.TW","晟銘電"
"3419.TW","譁裕"
"6195.TWO","詩肯"
"1560.TW","中砂"
"006207.TW","FH滬深"
"2233.TWO","宇隆"
"5871.TW","F-中租"
"4934.TW","太極能源"
"911609.TW","揚子江"
"6136.TW","富爾特"
"6105.TWO","瑞傳"
"5304.TWO","鼎創達"
"3537.TWO","堡達"
"1702.TW","南僑化工"
"5533.TW","皇鼎建設"
"0015.TW","富邦"
"3673.TW","F-TPK"
"6140.TWO","訊達"
"1736.TW","喬山"
"8008.TW","建興電"
"2546.TW","根基"
"5395.TWO","圓方"
"5467.TWO","聯福生"
"5904.TWO","寶雅"
"8043.TWO","蜜望實"
"2456.TW","奇力新"
"3593.TW","力銘科技"
"2382.TW","廣達"
"2901.TW","欣欣大眾"
"2340.TW","光磊"
"4523.TWO","永彰"
"2702.TW","華園"
"1617.TW","榮星電線"
"5607.TW","遠雄港"
"2838.TW","聯邦銀行"
"8937.TWO","合騏"
"9940.TW","信義"
"1714.TW","和桐化學"
"4702.TWO","中美實"
"4745.TWO","F-合富"
"9960.TWO","邁達康"
"3372.TWO","典範"
"3630.TWO","新鉅"
"1609.TW","大亞電纜"
"2729.TWO","瓦城"
"3291.TWO","遠翔"
"6210.TWO","慶生"
"2478.TW","大毅"
"9917.TW","中保"
"5324.TWO","士林"
"3259.TWO","鑫創"
"6125.TWO","廣運"
"2317.TW","鴻海"
"911613.TWO","特藝"
"8105.TW","凌巨"
"1513.TW","中興電工"
"3609.TWO","東林"
"2063.TWO","世鎧"
"1337.TW","F-再生"
"8109.TWO","博大"
"1467.TW","南緯"
"3025.TW","星通"
"2359.TW","所羅門"
"4139.TWO","F-馬光"
"4102.TWO","永日"
"4739.TWO","康普"
"911622.TW","泰聚亨"
"2548.TW","華固"
"8064.TWO","東捷"
"1503.TW","士林電機"
"2454.TW","聯發科"
"5525.TW","順天"
"3285.TWO","微端"
"3315.TW","宣昶"
"3090.TW","日電貿"
"1455.TW","集盛"
"3591.TW","艾笛森"
"8099.TWO","大世科"
"8358.TWO","金居"
"3623.TWO","富晶通"
"2419.TW","仲琦"
"0081.TW","恒香港"
"9942.TW","茂順"
"8291.TWO","尚茂"
"1724.TW","台硝"
"3587.TWO","閎康"
"3697.TW","F-晨星"
"5481.TWO","華韡"
"6104.TWO","創惟"
"5511.TWO","德昌"
"0058.TW","FB發達"
"4503.TWO","金雨"
"2442.TW","新美齊"
"2360.TW","致茂"
"2012.TW","春雨工廠"
"9919.TW","康那香"
"1712.TW","興農"
"8103.TW","瀚荃"
"3114.TWO","好德"
"4976.TW","佳凌科技"
"8021.TW","尖點"
"1515.TW","力山工業"
"6275.TWO","元山"
"5475.TWO","德宏"
"4733.TW","上緯"
"2466.TW","冠西電"
"3023.TW","信邦"
"2643.TWO","捷迅"
"5905.TWO","南仁湖"
"3432.TW","台端"
"2305.TW","全友"
"4530.TWO","宏易"
"8033.TW","雷虎"
"3115.TWO","寶島極"
"8938.TWO","明安"
"3221.TWO","嘉碩"
"3701.TW","大眾控"
"4417.TWO","金洲"
"2106.TW","建大工業"
"2536.TW","宏普"
"2420.TW","新巨"
"6175.TWO","立敦"
"1582.TW","信錦"
"3035.TW","智原"
"2607.TW","榮運"
"9930.TW","中聯資源"
"6183.TW","關貿網路"
"1537.TW","廣隆光電"
"6248.TWO","沛波"
"2636.TWO","台驊"
"4752.TWO","聯超"
"9103.TW","美德醫"
"6116.TW","彩晶"
"2488.TW","漢平"
"1443.TW","立益紡織"
"5468.TWO","凱鈺"
"2327.TW","國巨"
"6169.TWO","昱泉"
"3516.TWO","亞帝歐"
"2409.TW","友達"
"4430.TWO","耀億"
"8429.TW","F-金麗"
"2514.TW","龍邦國際"
"3057.TW","喬鼎"
"3465.TWO","祥業"
"1806.TW","冠軍"
"3536.TW","誠創科技"
"4138.TWO","曜亞"
"5410.TWO","國眾"
"6243.TW","迅杰"
"911610.TW","聯環"
"1477.TW","聚陽"
"6506.TWO","雙邦"
"6211.TWO","福登"
"3687.TWO","歐買尬"
"2024.TW","志聯工業"
"9907.TW","統一實業"
"1316.TW","上曜"
"6126.TWO","信音"
"2412.TW","中華電信"
"910482.TW","聖馬丁"
"1201.TW","味全食品"
"1465.TW","偉全"
"2114.TW","鑫永銓"
"2458.TW","義隆"
"1522.TW","堤維西"
"2493.TW","揚博"
"2515.TW","中工"
"5519.TWO","隆大"
"6294.TWO","智基"
"4162.TWO","智擎"
"3669.TW","圓展科技"
"6213.TW","聯茂"
"3322.TWO","建舜電"
"2390.TW","云辰"
"8016.TW","矽創"
"2916.TWO","滿心"
"6022.TWO","大眾證"
"3383.TW","新世紀"
"2836.TW","高雄銀行"
"5907.TW","F-大洋"
"1109.TW","信大水泥"
"3128.TWO","昇銳"
"1799.TWO","紅電醫"
"6168.TW","宏齊"
"8096.TWO","擎亞"
"6134.TWO","萬旭"
"6191.TW","精成科技"
"2308.TW","台達電"
"3016.TW","嘉晶"
"9136.TW","巨騰"
"2367.TW","燿華"
"3051.TW","力特"
"2424.TW","隴華"
"5381.TWO","合正"
"5512.TWO","力麒"
"911612.TW","滬安"
"3555.TWO","擎泰"
"3652.TWO","精聯"
"2527.TW","宏璟"
"4533.TWO","協易"
"3130.TW","一零四"
"4107.TWO","邦特"
"6238.TWO","勝麗"
"3095.TWO","及成"
"9962.TWO","有益"
"3523.TWO","迎輝"
"1453.TW","大將"
"2102.TW","泰豐輪胎"
"5601.TWO","臺聯"
"5230.TWO","雷笛克"
"3265.TWO","台星科"
"2061.TWO","風青"
"9937.TW","全國加油站"
"5213.TWO","亞昕"
"1235.TW","興泰"
"5302.TWO","太欣"
"3540.TWO","曜越"
"1315.TW","達新工業"
"2023.TW","燁輝"
"1591.TWO","駿吉"
"3028.TW","增你強"
"3628.TWO","盈正"
"6225.TW","天瀚"
"2379.TW","瑞昱"
"3416.TW","融程電"
"6150.TWO","撼訊"
"2436.TW","偉詮電"
"3588.TW","通嘉"
"6223.TWO","旺矽"
"2331.TW","精英"
"3645.TW","達邁科技"
"4984.TW","F-科納"
"2883.TW","開發金"
"3257.TW","虹冠電"
"3532.TW","台勝科"
"3702.TW","大聯大"
"006205.TW","富邦上証180"
"5326.TWO","漢磊"
"1213.TW","大飲"
"3209.TW","全科科技"
"3594.TWO","磐儀"
"4130.TWO","健亞"
"2481.TW","強茂"
"3466.TWO","致振"
"3152.TWO","璟德"
"4905.TWO","台聯電"
"2617.TW","台航"
"0061.TW","寶滬深"
"9939.TW","宏全"
"2104.TW","中國橡膠"
"2380.TW","虹光"
"006203.TW","寶來摩臺基金"
"2605.TW","新興"
"2903.TW","遠東百貨"
"1809.TW","中國製釉"
"8201.TW","無敵科技"
"3014.TW","聯陽"
"2207.TW","和泰汽車"
"2881.TW","富邦金"
"1810.TW","和成欣業"
"2402.TW","毅嘉"
"3570.TWO","大塚"
"8404.TW","F-百和"
"1615.TW","大山電纜"
"1512.TW","瑞利"
"6269.TW","台郡"
"5455.TWO","訊利電"
"912398.TW","友佳國際"
"3658.TWO","漢微科"
"6208.TWO","日揚"
"2505.TW","國揚"
"3323.TWO","加百裕"
"4163.TWO","鐿鈦"
"3026.TW","禾伸堂"
"1441.TW","大東紡織"
"1225.TW","福懋油脂"
"2033.TW","佳大世界"
"6609.TWO","瀧澤"
"8066.TWO","來思達"
"910322.TW","康師傅"
"2434.TW","統懋"
"5317.TWO","凱美"
"3164.TW","景岳生技"
"911602.TW","華豐泰"
"6235.TW","華孚科技"
"6023.TWO","元大期"
"1597.TWO","直得"
"3704.TW","合勤控"
"4419.TWO","松懋"
"8097.TWO","常珵"
"6151.TWO","晉倫"
"1303.TW","南亞塑膠"
"1475.TW","本盟光電"
"910801.TW","金衛醫療"
"6135.TWO","佳營"
"3224.TWO","三顧"
"5608.TW","四維航"
"2540.TW","金尚昌"
"2357.TW","華碩"
"3061.TW","璨圓"
"9905.TW","大華金屬"
"5212.TWO","凌網"
"5301.TWO","寶得利"
"1203.TW","味王"
"6257.TW","矽格"
"6263.TWO","普萊德"
"1325.TW","恒大"
"2491.TW","吉祥全"
"3441.TWO","聯一光"
"3629.TWO","卓韋"
"6190.TWO","萬泰"
"3038.TW","全台"
"1726.TW","永記造漆"
"4306.TW","炎洲"
"4935.TW","F-茂林"
"1110.TW","東南水泥"
"9927.TW","泰銘"
"6167.TWO","久正"
"2392.TW","正崴"
"5398.TWO","力瑋"
"8155.TWO","博智"
"2539.TW","櫻花建"
"3529.TWO","力旺"
"4966.TWO","譜瑞"
"5011.TWO","久陽"
"3339.TWO","泰谷"
"8266.TWO","中日新"
"1418.TW","東華合纖"
"3452.TWO","益通"
"6207.TWO","雷科"
"8082.TWO","眾星"
"3406.TW","玉晶光"
"2369.TW","菱生"
"3313.TWO","斐成"
"4131.TWO","晶宇"
"3580.TWO","友威"
"8050.TWO","廣積"
"2468.TW","華經"
"3004.TW","豐達科技"
"5312.TWO","寶島光"
"3694.TW","海華"
"6201.TW","亞弘電"
"1704.TW","榮化"
"1463.TW","強盛染整"
"9110.TW","越南控"
"4721.TWO","美琪瑪"
"6142.TW","友勁"
"4950.TWO","牧東"
"6179.TWO","世仰"
"9935.TW","慶豐富"
"3324.TWO","雙鴻"
"6239.TW","力成"
"5014.TWO","建錩"
"3598.TW","奕力科技"
"3499.TWO","環天科"
"5340.TWO","建榮"
"3553.TWO","力積"
"5383.TWO","金利"
"1611.TW","中國電器"
"8942.TWO","森鉅"
"1313.TW","聯成"
"2375.TW","智寶"
"4535.TWO","至興"
"1416.TW","廣豐實業"
"3126.TWO","信億"
"3169.TWO","亞信"
"2008.TW","高興昌"
"1903.TW","士林紙業"
"2438.TW","英誌"
"5487.TWO","通泰"
"3541.TWO","西柏"
"3428.TWO","光燿"
"8067.TWO","志旭"
"6121.TWO","新普"
"2530.TW","華建"
"1451.TW","年興紡織"
"5269.TW","祥碩科技"
"2615.TW","萬海"
"6292.TWO","迅德"
"0051.TW","中100"
"4144.TW","F-康聯"
"1215.TW","卜蜂企業"
"8024.TWO","佑華"
"4105.TWO","東洋"
"911626.TW","華運中國"
"4736.TWO","泰博"
"1519.TW","華城電機"
"2353.TW","宏碁"
"2603.TW","長榮"
"3611.TWO","鼎翰"
"2399.TW","映泰"
"2301.TW","光寶科"
"2414.TW","精技"
"8929.TWO","富堡"
"8249.TW","菱光科技"
"5328.TWO","華容"
"5514.TWO","三豐"
"6264.TWO","德士通"
"3031.TW","佰鴻"
"2495.TW","普安"
"1473.TW","台南企業"
"5434.TW","崇越"
"4205.TWO","恆毅"
"9911.TW","台灣櫻花"
"6112.TW","聚碩"
"3556.TWO","禾瑞亞"
"2809.TW","京城銀"
"1565.TWO","精華光"
"5371.TWO","中強"
"6221.TWO","晉泰"
"912000.TW","晨訊科"
"8213.TW","志超"
"2461.TW","光群雷"
"5529.TWO","志嘉"
"6279.TWO","胡連"
"2031.TW","新光鋼鐵"
"6236.TWO","凌越"
"6120.TW","輔祥"
"2891.TW","中信金"
"5471.TW","松翰"
"1580.TWO","新麥"
"1227.TW","佳格食品"
"1593.TWO","祺驊"
"6176.TW","瑞儀"
"2323.TW","中環"
"4160.TWO","創源"
"1731.TW","美吾華"
"2387.TW","精元"
"3311.TW","閎暉"
"1301.TW","台灣塑膠"
"5356.TWO","協益"
"3227.TWO","原相"
"6020.TWO","大展證"
"5386.TWO","青雲"
"1773.TW","勝一化工"
"1507.TW","永大機電"
"3528.TWO","安馳"
"4965.TWO","商店街"
"1530.TW","亞崴電機"
"1708.TW","東鹼"
"3483.TWO","力致"
"3008.TW","大立光"
"6205.TW","詮欣"
"5013.TWO","強新"
"3498.TWO","陽程"
"8941.TWO","關中"
"2483.TW","百容"
"6021.TWO","大慶證"
"1595.TWO","川寶"
"3226.TWO","至寶"
"4420.TWO","光明"
"6250.TWO","宇加"
"911616.TW","杜康"
"2345.TW","智邦"
"8080.TWO","奧斯特"
"1323.TW","永裕"
"4534.TWO","慶騰"
"4720.TWO","德淵"
"2448.TW","晶電"
"2365.TW","昆盈"
"008201.TW","上證50"
"3526.TWO","凡甲"
"5315.TWO","光聯"
"8215.TW","明基材料"
"5384.TWO","捷元"
"9925.TW","新保"
"3455.TWO","由田"
"2377.TW","微星"
"3511.TWO","矽瑪"
"8354.TWO","冠好"
"4426.TW","利勤實業"
"8927.TWO","北基"
"5443.TWO","均豪"
"2812.TW","台中商銀"
"8110.TW","華東科技"
"1603.TW","中華電纜"
"4406.TWO","新昕"
"3576.TW","新日光"
"6122.TWO","擎邦"
"2915.TW","潤泰全球"
"2719.TWO","燦星旅"
"1102.TW","亞洲水泥"
"1532.TW","勤美"
"3211.TWO","順達"
"8410.TWO","森田"
"2311.TW","日月光"
"8913.TWO","華夏資"
"3006.TW","晶豪科"
"4909.TWO","新復興"
"8068.TWO","全達"
"3679.TW","新至陞科技"
"3297.TWO","杭特"
"5457.TWO","宣德"
"2227.TW","裕日車"
"2542.TW","興富發"
"6282.TW","康舒"
"3582.TWO","凌耀"
"1752.TWO","南光"
"1566.TWO","捷邦"
"2404.TW","漢唐"
"2905.TW","三 商 行"
"6215.TW","和椿"
"1438.TW","裕豐"
"4735.TWO","豪展"
"3354.TWO","律勝"
"6265.TWO","方土昶"
"2321.TW","東訊"
"8928.TWO","鉅明"
"2834.TW","台灣企銀"
"1613.TW","台一"
"5215.TW","F-科嘉"
"2706.TW","第一店"
"1795.TWO","美時"
"3041.TW","揚智"
"2230.TWO","泰茂"
"8341.TW","日友"
"3706.TW","神達"
"2520.TW","冠德"
"4979.TWO","華星光"
"1905.TW","中華紙漿"
"6109.TWO","亞元"
"4915.TW","致伸"
"6166.TW","凌華"
"6222.TWO","上揚"
"8426.TWO","F-紅木"
"1718.TW","中國人纖"
"3519.TW","綠能"
"3018.TW","同開"
"2856.TW","元富證券"
"0053.TW","寶電子"
"3068.TWO","美磊"
"2471.TW","資通"
"1217.TW","愛之味"
"4960.TW","奇美材料"
"6237.TWO","驊訊"
"4414.TW","如興"
"2426.TW","鼎元"
"4161.TWO","聿新"
"2613.TW","中櫃"
"2355.TW","敬鵬"
